"","time","date","st10","mp10","st20","mp20","st30","mp30","st60","mp60","st100","mp100","st150","mp150","eh10a","eh10b","eh10c","eh20a","eh20b","eh20c","eh30a","eh30b","eh30c","eh60a","eh60b","eh60c","eh100a","eh100b","eh100c","eh150a","eh150b","eh150c","wd","ws","at","rh","ap","pp","sr","wt","ec","bat","lt","x44","pp_2","wt_2","oxy10","oxy20","oxy30","oxy60","oxy80","oxy100","oxy125","oxy150","bat_oxy"
"628",628,2010-04-27 03:00:00,9.23,2.195,9.22,0.56,8.89,0.195,7.87,0,7.16,0,6.9,0,366.04,454.61,453.05,449.69,461.73,486.45,460.98,454.72,455.69,-356.51,-334.44,-195.35,-95.04,51.98,-242.06,-288.32,-327.73,-363.91,285,2.2,7.3,95.8,1023.4,35.18,0.0201273,140.328,0.56304,NA,NA,NA,"0",-59.672,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629",629,2010-04-27 04:00:00,9.07,2.196,9.21,0.532,8.88,0.206,7.87,0,7.15,0,6.87,0,367.54,455.17,453.28,449.73,461.78,486.57,461.07,454.79,455.84,-356.65,-334.7,-195.56,-95.01,51.9,-242.12,-288.38,-327.88,-363.91,286,4.1,8.1,95,1023.6,35.18,0.0267217,140.173,0.563196,NA,NA,NA,"0",-59.827,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630",630,2010-04-27 05:00:00,8.98,2.195,9.11,0.564,8.88,0.203,7.89,0,7.16,0,6.92,0,366.74,455.52,453.48,449.9,461.91,486.79,461.05,454.8,455.93,-356.75,-335.09,-195.74,-95.15,51.76,-242.38,-288.91,-328.1,-363.73,292,4.4,8.6,94.3,1023.8,35.18,3.05091,140.051,0.563267,NA,NA,NA,"0",-59.949,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631",631,2010-04-27 06:00:00,8.97,2.194,9.03,0.57,8.85,0.198,7.88,0,7.16,0,6.94,0,366.49,455.63,453.5,450.05,462.06,486.99,461.04,454.84,456.01,-356.91,-335.42,-196.05,-95.17,51.63,-242.43,-289.23,-328.21,-363.82,330,3.7,8.7,93.2,1024.3,35.18,44.1155,139.871,0.563412,NA,NA,NA,"0",-60.129,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",632,2010-04-27 07:00:00,9,2.193,8.94,0.575,8.86,0.199,7.93,0,7.21,0,6.9,0,366.3,455.29,453.39,450.1,462.18,487.18,461.13,454.93,456.18,-357.07,-335.56,-196.09,-95.26,51.82,-242.5,-288.88,-328.13,-363.86,296,2.3,9.4,92.8,1024.8,35.18,158.027,139.705,0.563664,13.731,10,NA,"0",-60.295,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",633,2010-04-27 08:00:00,9.02,2.186,8.94,0.563,8.85,0.199,7.9,0,7.2,0,6.91,0,367.25,454.72,453.25,450.48,462.58,487.57,461.33,455.12,456.42,-356.94,-335.48,-196.01,-93.73,52.01,-242.22,-288.85,-327.82,-363.6,303,2.9,11.2,84.5,1025.2,35.18,367.055,139.528,0.563742,13.709,13.24,NA,"0",-60.472,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634",634,2010-04-27 09:00:00,9.22,2.188,8.94,0.59,8.77,0.215,7.86,0,7.19,0,6.95,0,376.03,453.85,452.56,450.69,462.8,487.81,461.48,455.3,456.62,-356.7,-335.33,-195.83,-93.41,52.19,-242.03,-288.82,-327.66,-363.23,287,4.6,11.9,78.7,1025.4,35.18,493.479,139.387,0.562903,NA,NA,NA,"0",-60.613,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",635,2010-04-27 10:00:00,9.6,2.185,8.96,0.541,8.78,0.212,7.93,0,7.18,0,6.94,0,381.48,452.64,451.09,450.59,462.75,487.78,461.4,455.23,456.6,-356.89,-335.49,-195.95,-93.89,51.98,-242.24,-288.81,-327.58,-363.28,283,3.1,12,81.1,1026,35.18,331.622,139.213,0.562112,NA,NA,NA,"0",-60.787,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",636,2010-04-27 11:00:00,10.1,2.188,8.97,0.574,8.76,0.21,7.91,0,7.23,0,6.93,0,383.2,451.21,449.45,450.06,462.28,487.26,461.07,454.86,456.28,-357.35,-336.1,-196.5,-94.29,51.71,-242.44,-289.62,-327.77,-363.56,242,3.3,11.5,84,1026.3,35.18,463.738,139.099,0.562418,NA,NA,NA,"0",-60.901,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637",637,2010-04-27 12:00:00,10.55,2.188,9.05,0.584,8.74,0.225,7.94,0,7.22,0,6.95,0,389.01,450.89,448.8,450.42,462.64,487.56,461.49,455.25,456.75,-356.6,-336.07,-196.16,-94.26,51.87,-242.24,-289.9,-327.55,-363.16,228,3.6,11.7,83.3,1026.6,35.18,572.539,138.984,0.562699,NA,NA,NA,"0",-61.016,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",638,2010-04-27 13:00:00,11,2.189,9.27,0.638,8.79,0.217,7.95,0,7.19,0,6.91,0,390.58,449.93,447.51,450.03,462.08,487.18,461.33,455.08,456.62,-356.46,-336.66,-196.29,-94.28,51.97,-242.29,-289.99,-327.49,-363.19,279,2.6,12.4,79.7,1026.9,35.18,576.398,138.871,0.562682,13.092,18.88,NA,"0",-61.129,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",639,2010-04-27 14:00:00,11.41,2.189,9.33,0.636,8.74,0.219,7.93,0,7.23,0,6.93,0,392.78,449.46,446.7,449.87,461.77,486.97,461.39,455.07,456.65,-356.76,-337.18,-196.44,-94.48,52.2,-242.46,-290.29,-327.59,-363.09,289,4.1,12.6,72.1,1026.8,35.18,576.397,138.796,0.562694,12.95,19.19,NA,"0",-61.204,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",640,2010-04-27 15:00:00,11.66,2.192,9.48,0.656,8.78,0.237,7.97,0,7.26,0,6.94,0,392.94,448.48,445.55,449.34,459.21,486.32,461.12,454.75,456.36,-357.76,-337.72,-196.85,-94.94,51.8,-242.87,-290.89,-326.73,-363.46,297,5.2,13.7,61,1026.8,35.18,576.387,138.682,0.562472,NA,NA,NA,"0",-61.318,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641",641,2010-04-27 16:00:00,11.76,2.192,9.58,0.649,8.82,0.22,7.93,0,7.27,0,6.95,0,391.4,447.96,444.79,448.95,459.37,485.83,461.02,454.59,456.17,-358.11,-337.86,-197.06,-95.08,52.49,-243.05,-291.03,-327.19,-363.47,283,4.5,14.4,54.6,1026.8,35.18,509.384,138.57,0.562589,NA,NA,NA,"0",-61.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",642,2010-04-27 17:00:00,11.8,2.193,9.71,0.628,8.83,0.22,7.96,0,7.22,0,6.9,0,390.64,447.95,444.7,448.85,459.3,485.69,461.22,454.75,456.32,-357.98,-337.79,-197.06,-95.08,51.96,-242.94,-291.05,-327.27,-363.29,266,3.1,13.2,67.4,1026.6,35.18,371.917,138.514,0.56233,NA,NA,NA,"0",-61.486,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643",643,2010-04-27 18:00:00,11.74,2.192,9.88,0.657,8.91,0.228,7.94,0,7.23,0,6.91,0,388.92,448.16,444.94,448.58,458.84,485.47,461.33,454.82,456.37,-358.01,-337.68,-197.15,-94.91,51.91,-242.86,-289.77,-327.17,-362.92,291,5.3,12.1,76.5,1026.6,35.18,223.193,138.427,0.562371,NA,NA,NA,"0",-61.573,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",644,2010-04-27 19:00:00,11.6,2.194,10.03,0.648,8.94,0.233,7.96,0,7.27,0,6.95,0,383.15,448.65,445.49,448.59,458.45,485.3,461.53,455.03,456.54,-358.09,-337.62,-197.26,-94.82,52,-242.7,-289.68,-327.12,-362.71,286,3.8,10.4,85.4,1026.4,35.18,35.96,138.424,0.562932,12.876,14.52,NA,"0",-61.576,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645",645,2010-04-27 20:00:00,11.36,2.195,10.09,0.659,9.01,0.229,7.98,0,7.28,0,6.96,0,363.17,449.17,446.36,448.6,456.58,485.28,461.74,455.21,456.7,-358.19,-337.94,-197.4,-94.43,52.19,-242.66,-288.81,-326.79,-362.53,298,2.4,8.8,93.1,1026.4,35.18,0.834255,138.371,0.563178,12.757,11.17,NA,"0",-61.629,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",646,2010-04-27 21:00:00,11.1,2.198,10.04,0.662,9.08,0.239,7.95,0,7.24,0,6.94,0,361.63,450.16,447.66,448.7,454.21,485.4,461.81,455.33,456.81,-358.29,-338.49,-197.59,-93.21,52.39,-242.73,-289.36,-326.87,-362.34,291,1.4,7.5,96.2,1026.6,35.18,0.0160061,138.312,0.563285,NA,NA,NA,"0",-61.688,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647",647,2010-04-27 22:00:00,10.81,2.198,10.06,0.703,9.12,0.252,7.98,0,7.23,0,6.94,0,361.2,451.08,448.83,448.78,452.85,485.44,461.88,455.4,456.89,-358.41,-338.79,-197.76,-93.55,52.07,-242.98,-289.51,-327.06,-362.28,290,1.2,7.8,97.3,1026.8,35.18,0.0125024,138.252,0.563405,NA,NA,NA,"0",-61.748,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",648,2010-04-27 23:00:00,10.53,2.196,9.93,0.663,9.18,0.245,7.99,0,7.28,0,6.94,0,359.73,451.77,449.75,448.81,452.04,485.47,461.86,455.42,456.93,-358.56,-338.91,-197.97,-91.83,52.22,-243.13,-289.2,-327.05,-362.31,326,1.7,8.5,96.6,1026.8,35.18,0.0260351,138.19,0.563591,NA,NA,NA,"0",-61.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649",649,2010-04-28 00:00:00,10.38,2.199,9.97,0.692,9.23,0.254,7.98,0,7.29,0,6.96,0,359.53,452.18,450.41,448.95,451.69,485.6,461.88,455.39,457,-358.66,-338.83,-198.11,-89.68,52.3,-243.19,-289.27,-326.94,-361.87,299,2.9,8.2,95.8,1026.9,35.18,0.0264479,138.125,0.563226,NA,NA,NA,"0",-61.875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",650,2010-04-28 01:00:00,10.31,2.199,9.94,0.683,9.21,0.24,8.01,0,7.26,0,6.97,0,359.45,452.35,450.84,448.99,451.47,485.67,461.82,455.35,457,-358.77,-338.91,-198.25,-88.31,52.13,-243.18,-289.34,-325.7,-361.87,271,2,7.9,97.3,1026.9,35.18,0.0140143,138.071,0.563531,12.605,8.84,NA,"0",-61.929,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",651,2010-04-28 02:00:00,10.24,2.198,9.88,0.711,9.2,0.242,8.06,0,7.29,0,6.94,0,359.14,452.43,451.15,449.03,451.47,485.8,461.84,455.35,457.15,-358.87,-339.07,-198.54,-87.54,52.15,-243.26,-289.42,-325.05,-361.82,279,1.7,7.5,97.9,1026.5,35.18,0.0241122,138.05,0.563464,12.582,8.66,NA,"0",-61.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",652,2010-04-28 03:00:00,10.14,2.2,9.85,0.693,9.2,0.268,8.03,0,7.29,0,6.95,0,360.56,452.78,451.67,449.22,451.57,486.03,461.85,455.37,457.27,-359.02,-339.44,-198.61,-87.17,52,-243.44,-289.76,-324.64,-361.73,232,0.8,7.2,98.1,1026.4,35.18,0.0334546,137.996,0.563379,NA,NA,NA,"0",-62.004,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653",653,2010-04-28 04:00:00,10.07,2.198,9.77,0.717,9.2,0.255,8.05,0,7.29,0,6.99,0,361.28,452.88,451.94,449.26,451.54,486.13,461.88,455.41,457.45,-359.1,-339.33,-198.81,-87.91,52.03,-243.46,-290.01,-324.28,-361.62,223,0.7,7.4,98,1026.4,35.18,0.0277531,137.941,0.563656,NA,NA,NA,"0",-62.059,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654",654,2010-04-28 05:00:00,9.98,2.196,9.66,0.671,9.23,0.257,8.02,0,7.28,0,6.96,0,361.13,453.24,452.38,449.41,451.52,486.28,461.89,455.43,457.55,-359.16,-339.48,-198.97,-89.19,52.6,-243.54,-289.75,-324.24,-361.58,184,1.4,7.6,97.2,1025.8,35.18,3.24209,137.919,0.563299,NA,NA,NA,"0",-62.081,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655",655,2010-04-28 06:00:00,9.94,2.196,9.68,0.705,9.2,0.244,8.08,0,7.29,0,6.98,0,360.54,453.29,452.6,449.49,451.42,486.31,461.88,455.4,457.66,-359.26,-339.48,-199.13,-90.01,52.43,-243.51,-287.54,-324.23,-361.68,212,2.2,7.6,97,1025.9,35.18,41.5866,137.852,0.563548,NA,NA,NA,"0",-62.148,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656",656,2010-04-28 07:00:00,9.87,2.196,9.61,0.692,9.22,0.253,8.07,0,7.31,0,6.95,0,359.26,453.36,452.75,449.6,451.42,486.25,461.82,455.44,457.81,-359.38,-339.67,-199.28,-90.86,52.52,-243.75,-286.39,-324.28,-361.7,190,3,8.3,94.9,1026.1,35.18,121.875,137.788,0.563736,13.292,9.04,NA,"0",-62.212,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657",657,2010-04-28 08:00:00,9.9,2.196,9.6,0.67,9.16,0.269,8.08,0,7.33,0,6.96,0,359.36,453.38,452.76,449.78,451.59,486.38,461.83,455.4,457.83,-359.51,-340.41,-199.57,-91.48,52.51,-243.78,-285.63,-324.25,-361.74,217,2.4,8.9,93.2,1026.2,35.18,118.806,137.718,0.563315,13.56,10.4,NA,"0",-62.282,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658",658,2010-04-28 09:00:00,9.97,2.197,9.54,0.75,9.16,0.269,8.1,0,7.33,0,6.95,0,363.87,452.93,452.25,449.75,451.52,486.3,461.84,455.41,457.98,-359.53,-340.9,-199.71,-91.62,52.42,-243.61,-283.01,-323.87,-361.65,221,2.7,9.6,88.9,1026.3,35.18,265.869,137.639,0.563837,NA,NA,NA,"0",-62.361,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",659,2010-04-28 10:00:00,10.24,2.198,9.61,0.715,9.17,0.272,8.11,0,7.31,0,6.98,0,374.39,453.09,452.14,450.54,452.14,487.08,462.5,456.06,458.72,-358.89,-340.8,-199.14,-91.39,53.16,-243.1,-283.94,-322.97,-360.87,188,2.1,12.1,80.4,1025.9,35.18,170.259,137.542,0.56255,NA,NA,NA,"0",-62.458,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660",660,2010-04-28 11:00:00,10.67,2.199,9.58,0.773,9.17,0.275,8.09,0,7.34,0,6.97,0,382.43,452.27,450.83,450.56,452.1,487.12,462.54,456.06,458.85,-358.7,-341.11,-199.3,-91.5,53.5,-242.9,-283.47,-322.56,-360.56,217,3.2,14.1,70.6,1025.7,35.18,541.382,137.439,0.562833,NA,NA,NA,"0",-62.561,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661",661,2010-04-28 12:00:00,11.15,2.202,9.57,0.8,9.16,0.282,8.16,0,7.35,0,7.02,0,387.13,450.98,449.08,450.13,451.45,486.61,462.15,455.55,458.36,-358.84,-341.72,-199.71,-91.83,53.37,-242.88,-280.73,-322.62,-360.49,232,2.4,15.4,68.8,1025.5,35.18,576.425,137.308,0.56279,NA,NA,NA,"0",-62.692,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662",662,2010-04-28 13:00:00,11.75,2.202,9.64,0.732,9.14,0.287,8.14,0,7.34,0,7.04,0,392.18,450.24,447.8,450.05,451.19,486.43,462.26,455.49,458.32,-358.67,-341.76,-198.59,-91.78,53.37,-242.55,-282.16,-322.27,-360.1,204,1.1,16.2,58.4,1024.9,35.18,576.433,137.171,0.56258,12.991,23.88,NA,"0",-62.829,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663",663,2010-04-28 14:00:00,12.23,2.203,9.86,0.778,9.16,0.27,8.14,0,7.34,0,7.01,0,394.95,448.81,445.74,449.12,449.97,485.56,461.61,454.68,457.48,-359.27,-342.48,-199.54,-92.63,52.62,-243.1,-281.57,-322.62,-360.66,243,2.6,16.6,50,1024.4,35.18,576.428,137.09,0.562635,12.98,24.71,NA,"0",-62.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",664,2010-04-28 15:00:00,12.61,2.207,9.98,0.841,9.24,0.292,8.18,0,7.36,0,7.01,0,395.24,447.4,443.93,448.26,448.89,484.71,461.01,453.96,456.73,-359.76,-343.1,-200.08,-93.19,52,-243.47,-281.74,-322.96,-360.91,255,1.7,17.7,53.3,1023.6,35.18,466.814,136.974,0.561967,NA,NA,NA,"0",-63.026,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665",665,2010-04-28 16:00:00,12.85,2.208,10.18,0.851,9.24,0.292,8.18,0,7.35,0,7.04,0,395.25,446.9,443.17,447.98,448.31,484.26,461,453.88,456.41,-359.86,-343.19,-203.36,-93.14,52.09,-243.34,-282.38,-322.77,-360.69,198,3.5,17.8,50.4,1022.7,35.18,479.653,136.897,0.561894,NA,NA,NA,"0",-63.103,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",666,2010-04-28 17:00:00,12.99,2.209,10.31,0.891,9.29,0.288,8.17,0,7.37,0,7,0,394.44,446.63,443.05,447.8,447.07,484.11,461.11,454.01,456.41,-359.94,-342.99,-203.72,-93.08,52.3,-243.27,-281.17,-322.51,-360.48,245,1.2,17.2,52.9,1021.8,35.18,208.866,136.834,0.561793,NA,NA,NA,"0",-63.166,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",667,2010-04-28 18:00:00,13.03,2.208,10.44,0.895,9.35,0.289,8.21,0,7.37,0,7.02,0,392.01,446.64,443.29,447.77,440.84,484.03,461.28,454.21,456.7,-360.07,-343.2,-203.3,-93.04,52.33,-243.26,-281.59,-322.25,-360.32,189,1.3,17.1,52.6,1020.8,35.18,114.074,136.783,0.561635,NA,NA,NA,"0",-63.217,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668",668,2010-04-28 19:00:00,12.92,2.208,10.63,0.891,9.43,0.311,8.2,0,7.34,0,7.05,0,389.83,446.84,443.62,447.65,433.16,483.89,461.55,454.49,457.06,-359.94,-342.92,-203.06,-92.95,52.41,-243.27,-281.4,-322.1,-360.2,19,0.4,15.7,58,1020.5,35.18,32.4431,136.735,0.56185,NA,NA,NA,"0",-63.265,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",669,2010-04-28 20:00:00,12.71,2.21,10.74,0.909,9.5,0.302,8.16,0,7.39,0,7,0,387.32,447.61,444.42,447.8,430.37,483.98,461.79,454.76,457.4,-359.67,-342.74,-202.81,-92.79,52.57,-243.3,-282.56,-322.02,-360.11,117,0.5,13.8,71.3,1020,35.18,0.695454,136.72,0.562428,12.768,15.44,NA,"0",-63.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670",670,2010-04-28 21:00:00,12.41,2.211,10.79,0.936,9.59,0.312,8.19,0,7.39,0,7.03,0,364.95,448.17,445.19,447.73,427.85,483.87,461.91,454.92,457.57,-359.89,-342.74,-202.77,-93.86,52.55,-243.32,-283.04,-322,-360.19,125,0.4,12.7,76.5,1019.8,35.18,0.0174505,136.639,0.56277,NA,NA,NA,"0",-63.361,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",671,2010-04-28 22:00:00,12.11,2.215,10.86,0.923,9.69,0.316,8.24,0,7.4,0,7.01,0,360.98,448.81,446.11,447.74,365.52,483.87,462.01,455.02,457.7,-359.53,-343.5,-202.55,-93.35,52.94,-243.27,-284.41,-321.95,-360.2,147,1.4,12.7,75.7,1019.1,35.18,0.0270002,136.606,0.562846,NA,NA,NA,"0",-63.394,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672",672,2010-04-28 23:00:00,11.91,2.214,10.77,0.955,9.74,0.285,8.23,0,7.38,0,7.08,0,358.94,449.38,447.03,447.77,362.07,483.84,462.06,455.09,457.77,-359.84,-344.41,-202.64,-93.31,53.26,-243.46,-285.45,-322.22,-359.77,163,2.4,12.8,75.8,1018.2,35.18,0.0267943,136.574,0.562987,NA,NA,NA,"0",-63.426,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673",673,2010-04-29 00:00:00,11.72,2.215,10.75,0.936,9.76,0.301,8.26,0,7.41,0,7.02,0,358.34,450.08,447.98,447.86,361.82,483.93,462.02,455.08,457.85,-360.22,-345.36,-202.56,-93.27,53.24,-243.56,-286.23,-322.43,-359.81,166,1.6,11.8,80.9,1017.6,35.18,0.0296108,136.526,0.56288,NA,NA,NA,"0",-63.474,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",674,2010-04-29 01:00:00,11.56,2.215,10.76,0.919,9.75,0.301,8.28,0,7.39,0,7.03,0,358.3,450.73,448.69,447.89,363.34,484,462.07,455.11,457.75,-360.13,-346.13,-202.53,-93.09,53.69,-243.53,-284.7,-322.46,-359.67,169,1.6,11.6,81.9,1017,35.18,0.0163506,136.487,0.562952,12.597,11.45,NA,"0",-63.513,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675",675,2010-04-29 02:00:00,11.36,2.216,10.64,0.922,9.76,0.312,8.25,0,7.4,0,7.06,0,357.71,451.08,449.19,447.85,363.9,484.11,462.02,455.05,457.93,-360.29,-346.95,-202.58,-93.23,53.46,-243.7,-282.62,-322.98,-359.86,168,2.2,12.8,76.5,1016,35.18,0.0217784,136.434,0.562871,12.597,12.14,NA,"0",-63.566,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676",676,2010-04-29 03:00:00,11.29,2.219,10.62,0.92,9.81,0.301,8.29,0,7.44,0,7.06,0,358.35,451.24,449.55,447.87,364.39,484.23,461.95,455.03,457.95,-360.42,-347.61,-202.76,-93.25,53.41,-243.78,-282.83,-323.32,-359.93,179,1.9,12.2,77,1015.3,35.18,0.0202676,136.394,0.562915,NA,NA,NA,"0",-63.606,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677",677,2010-04-29 04:00:00,11.15,2.223,10.62,0.945,9.79,0.314,8.33,0,7.43,0,7.04,0,358.79,451.58,449.99,447.9,364.49,484.33,462.03,455.08,458.12,-360.61,-348.03,-202.86,-93.09,53.41,-243.8,-282.16,-323.52,-359.89,168,2,11.6,79.8,1014.5,35.18,0.0256257,136.363,0.562999,NA,NA,NA,"0",-63.637,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",678,2010-04-29 05:00:00,11.07,2.222,10.52,0.941,9.82,0.302,8.37,0,7.43,0,7.06,0,358.12,451.74,450.33,447.91,365.35,484.49,462.06,455.12,458.22,-360.55,-348.78,-202.93,-92.87,53.73,-243.77,-284.57,-323.67,-359.92,169,2.5,11.8,79.1,1013.8,35.18,5.19656,136.311,0.56311,NA,NA,NA,"0",-63.689,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",679,2010-04-29 06:00:00,10.92,2.224,10.52,0.937,9.82,0.321,8.33,0,7.44,0,7.06,0,357.63,452.05,450.68,448,365.75,484.63,462.03,455.08,458.28,-360.85,-349.51,-204.01,-92.98,54.02,-243.98,-281.91,-323.98,-359.9,178,2.4,12.5,77,1013.2,35.18,66.2656,136.238,0.563347,NA,NA,NA,"0.01",-63.762,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",680,2010-04-29 07:00:00,10.94,2.226,10.42,0.93,9.79,0.314,8.39,0,7.46,0,7.04,0,356.07,451.97,450.74,448.05,366.51,484.7,461.97,455.02,458.3,-360.49,-349.94,-205.05,-92.98,54,-244.02,-283.11,-324.2,-359.91,182,4,14.8,68.6,1013.1,35.19,197.948,136.139,0.563135,NA,NA,NA,"0",-63.861,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",681,2010-04-29 08:00:00,11.01,2.227,10.39,1.003,9.82,0.3,8.39,0,7.45,0,7.04,0,357.59,451.47,450.28,448.12,366.99,484.74,462.01,454.98,458.3,-360.64,-350.1,-206.47,-92.87,54.09,-243.9,-280.73,-324.22,-359.75,197,4.6,16.3,63.1,1012.7,35.19,300.621,136.066,0.562498,13.467,17.44,NA,"0",-63.934,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682",682,2010-04-29 09:00:00,11.21,2.239,10.33,1.011,9.83,0.322,8.42,0,7.49,0,7.07,0,365.33,450.68,449.7,448.24,367.52,484.94,462.07,454.83,458.07,-360.03,-350.19,-209.71,-92.66,53.98,-243.64,-282.84,-324.17,-359.41,226,4,17.7,58.9,1012.4,35.19,336.059,135.947,0.562449,NA,NA,NA,"0",-64.053,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683",683,2010-04-29 10:00:00,11.48,2.258,10.37,1.017,9.81,0.324,8.4,0,7.45,0,7.08,0,370.85,449.48,448.81,448.3,367.05,484.95,462.2,454.88,457.93,-360.14,-350.46,-207.95,-92.22,54.29,-243.15,-283.41,-323.89,-358.97,260,1.5,18.2,61.7,1012.6,35.19,304.031,135.741,0.562062,NA,NA,NA,"0",-64.259,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684",684,2010-04-29 11:00:00,11.85,2.272,10.37,1.028,9.8,0.36,8.41,0,7.46,0,7.04,0,381.8,447.74,447.47,448.19,367.73,484.69,462.2,454.72,457.78,-360.24,-350.7,-206.61,-92.19,54.55,-243.11,-282.91,-324.01,-358.62,242,3.3,17.9,59,1012.4,35.19,540.551,135.661,0.562228,NA,NA,NA,"0",-64.339,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",685,2010-04-29 12:00:00,12.39,2.282,10.42,1.027,9.77,0.345,8.41,0,7.46,0,7.08,0,387.54,445.65,445.86,447.7,367.73,484,461.92,454.34,457.39,-360.62,-350.95,-206.15,-92.45,54.26,-243.29,-282.27,-324.41,-358.8,247,3.2,17.5,58.1,1012,35.19,576.434,135.504,0.561944,NA,NA,NA,"0",-64.496,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",686,2010-04-29 13:00:00,12.86,2.287,10.53,1.054,9.83,0.36,8.46,0,7.47,0,7.1,0,391.02,443.96,444.55,447.48,367.7,483.66,461.82,454.08,456.89,-360.88,-350.81,-205.63,-92.5,53.91,-243.42,-279.47,-324.62,-358.76,249,3.5,18.1,57.9,1011.6,35.19,576.428,135.328,0.562171,13.01,24.98,NA,"0",-64.672,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",687,2010-04-29 14:00:00,13.27,2.293,10.69,1.055,9.85,0.361,8.41,0,7.55,0,7.08,0,393.05,441.91,443.02,446.92,367.59,482.91,461.44,453.6,456.25,-361.29,-350.58,-205.64,-92.73,53.46,-243.64,-280.3,-324.91,-358.79,294,2.2,17.9,60.2,1011.4,35.19,509.416,135.202,0.561952,12.984,25.62,NA,"0",-64.798,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",688,2010-04-29 15:00:00,13.6,2.303,10.85,1.089,9.88,0.379,8.49,0,7.55,0,7.1,0,393.19,440.37,441.9,446.62,367.43,482.33,461.46,453.57,456.07,-361.34,-350.27,-205.39,-92.71,53.3,-243.58,-282.18,-324.84,-358.66,282,1.2,19.4,50.4,1011,35.19,481.44,135.025,0.561948,NA,NA,NA,"0",-64.975,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689",689,2010-04-29 16:00:00,13.8,2.306,11,1.084,9.9,0.364,8.48,0,7.52,0,7.07,0,392.87,439.22,440.92,446.18,365.13,481.56,461.27,453.38,455.92,-361.54,-350.34,-205.39,-92.85,53.18,-243.72,-280.86,-324.91,-358.61,284,2.8,19.2,53.4,1010.5,35.19,474.989,134.906,0.561809,NA,NA,NA,"0",-65.094,NA,NA,NA,NA,NA,NA,NA,NA,NA
