"","time","date","st10","mp10","st20","mp20","st30","mp30","st60","mp60","st100","mp100","st150","mp150","eh10a","eh10b","eh10c","eh20a","eh20b","eh20c","eh30a","eh30b","eh30c","eh60a","eh60b","eh60c","eh100a","eh100b","eh100c","eh150a","eh150b","eh150c","wd","ws","at","rh","ap","pp","sr","wt","ec","bat","lt","x44","pp_2","wt_2","oxy10","oxy20","oxy30","oxy60","oxy80","oxy100","oxy125","oxy150","bat_oxy"
"566",566,2010-04-24 13:00:00,9.6,2.06,7.79,0.178,7.42,0.04,7.2,0,6.99,0,6.8,0,410.96,453.86,449.29,452.38,465.59,490.81,460.44,454.45,452.5,-346.99,-317.91,-187.3,-97.65,51.46,-238.5,-287.45,-331.1,-367.64,227,0.6,12.8,57.4,1024,33.04,576.41,142.665,0.561196,13.032,22.24,NA,"0",-57.335,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",567,2010-04-24 14:00:00,10,2.073,7.87,0.197,7.45,0.05,7.23,0,6.97,0,6.82,0,414.67,454.12,448.72,453.1,466.31,491.27,461.38,455.19,453.31,-345.9,-317.42,-186.39,-96.6,52.2,-237.49,-286.08,-330.04,-366.49,270,2.7,13.7,49.9,1024.2,33.04,576.424,142.616,0.561879,13.025,25.58,NA,"0",-57.384,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",568,2010-04-24 15:00:00,10.44,2.082,8.03,0.151,7.47,0.054,7.21,0,6.94,0,6.85,0,413.25,452.35,446.11,451.66,464.88,489.6,460.24,454.04,452.04,-347.24,-319.63,-187.69,-97.68,51.32,-238.63,-287.17,-331.29,-367.46,331,1.9,14,48.6,1024.2,33.04,576.428,142.516,0.561816,NA,NA,NA,"0",-57.484,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",569,2010-04-24 16:00:00,10.77,2.085,8.24,0.218,7.49,0.062,7.18,0,6.98,0,6.82,0,411.58,451.83,445.06,451.28,464.48,488.91,460.03,453.89,451.85,-347.7,-319.97,-188.03,-97.76,51.32,-238.78,-286.47,-331.39,-367.44,11,1.7,13.2,53.5,1024.2,33.04,122.998,142.454,0.560987,NA,NA,NA,"0",-57.546,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",570,2010-04-24 17:00:00,10.74,2.088,8.42,0.224,7.62,0.054,7.2,0,6.97,0,6.84,0,408.89,451.93,445.03,451.38,464.53,488.74,460.37,454.38,452.23,-347.6,-319.47,-187.88,-97.23,51.32,-238.39,-286.49,-330.99,-367.09,308,1.3,14.1,51,1024.2,33.04,332.161,142.315,0.561149,NA,NA,NA,"0",-57.685,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",571,2010-04-24 18:00:00,10.65,2.09,8.62,0.243,7.65,0.066,7.2,0,6.97,0,6.82,0,402.29,451.64,444.92,451.02,464.13,488.16,460.32,454.38,452.16,-347.88,-319.34,-188.1,-97.36,50.98,-238.57,-286.85,-331.1,-367.03,25,0.9,13.7,50.3,1024.2,33.04,165.198,142.272,0.561013,NA,NA,NA,"0",-57.728,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",572,2010-04-24 19:00:00,10.52,2.091,8.81,0.245,7.74,0.058,7.2,0,6.97,0,6.86,0,397.21,451.98,445.46,451.07,464.03,488.07,460.54,454.62,452.26,-347.99,-320.19,-188.34,-97.09,51.5,-238.5,-286.51,-330.89,-366.76,22,0.6,12.3,58.3,1024.4,33.04,47.4876,142.243,0.561466,12.883,16.63,NA,"0",-57.757,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",573,2010-04-24 20:00:00,10.26,2.093,8.82,0.266,7.85,0.066,7.19,0,6.95,0,6.8,0,366.29,452.31,446.22,451.07,463.93,488.02,460.73,454.57,452.47,-348.12,-320.64,-188.49,-96.76,51.56,-238.35,-286.07,-330.8,-366.65,23,0.6,9.3,75.4,1024.7,33.04,0.492166,142.207,0.562268,12.768,12.34,NA,"0",-57.793,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",574,2010-04-24 21:00:00,9.99,2.094,8.92,0.271,7.92,0.064,7.23,0,6.99,0,6.81,0,361.57,452.69,447.24,451.13,463.99,487.98,460.9,454.89,452.64,-348.32,-322.32,-188.77,-96.73,51.72,-238.53,-284.75,-330.68,-366.55,76,0.8,8.3,79.6,1025.3,33.04,0.0223268,142.141,0.562475,NA,NA,NA,"0",-57.859,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",575,2010-04-24 22:00:00,9.74,2.096,8.94,0.277,8.01,0.05,7.2,0,6.96,0,6.81,0,358.15,453.02,448.23,451.2,464.07,488.08,460.96,455.01,452.64,-348.55,-322.97,-189.28,-96.28,51.55,-238.69,-284.94,-330.86,-366.65,90,1.2,7.4,83.1,1025.5,33.04,0.0307054,142.086,0.562617,NA,NA,NA,"0",-57.914,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",576,2010-04-24 23:00:00,9.47,2.099,8.94,0.254,8.05,0.058,7.25,0,6.95,0,6.83,0,358.86,453.21,449.07,451.1,464.08,488.05,460.95,455.04,452.62,-348.74,-322.89,-188.86,-96.24,51.63,-238.7,-285.38,-330.98,-366.58,90,1.4,7.3,81.8,1025.8,33.04,0.0216379,142.023,0.562917,NA,NA,NA,"0",-57.977,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",577,2010-04-25 00:00:00,9.25,2.098,8.87,0.312,8.12,0.064,7.24,0,6.93,0,6.83,0,362.09,453.64,450.14,451.28,464.28,488.2,460.93,455.08,452.68,-348.91,-323.15,-188.81,-96.43,51.58,-238.84,-285.82,-330.99,-366.69,105,2.4,6.6,81.8,1025.9,33.04,0.0278201,141.984,0.56288,NA,NA,NA,"0",-58.016,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",578,2010-04-25 01:00:00,9.03,2.1,8.89,0.322,8.16,0.087,7.27,0,6.95,0,6.83,0,362.75,453.92,450.95,451.33,464.43,488.25,460.92,455.13,452.62,-349.07,-324.03,-188.74,-96.31,51.68,-238.92,-286.29,-331.09,-366.61,119,2.3,6,81,1026,33.04,0.0309791,141.968,0.562978,12.586,6.26,NA,"0",-58.032,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",579,2010-04-25 02:00:00,8.8,2.101,8.77,0.345,8.19,0.082,7.31,0,6.97,0,6.84,0,363.56,454.09,451.6,451.34,464.49,488.32,460.92,455.23,452.72,-349.25,-324.23,-188.84,-96.05,51.65,-238.8,-286.61,-330.34,-366.54,77,1,5.5,79,1025.8,33.04,0.0283005,141.897,0.563122,12.556,5.8,NA,"0",-58.103,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",580,2010-04-25 03:00:00,8.67,2.105,8.73,0.32,8.19,0.081,7.3,0,7,0,6.81,0,365.78,454.37,452.37,451.49,464.66,488.44,460.91,455.29,452.79,-349.4,-323.87,-188.81,-96.02,51.88,-239.02,-287,-330.24,-366.43,107,1,5.6,78.1,1025.8,33.04,0.0254144,141.846,0.56306,NA,NA,NA,"0",-58.154,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",581,2010-04-25 04:00:00,8.47,2.107,8.67,0.311,8.19,0.099,7.38,0,6.96,0,6.83,0,371.79,454.8,453.2,451.69,464.85,488.6,460.92,455.3,452.87,-349.54,-323.54,-188.81,-96.13,52.01,-239.11,-287.35,-329.81,-366.53,82,1.5,5.5,79.2,1025.5,33.04,0.0307044,141.788,0.562894,NA,NA,NA,"0",-58.212,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",582,2010-04-25 05:00:00,8.3,2.111,8.57,0.327,8.2,0.084,7.3,0,6.97,0,6.84,0,375.22,455.03,453.83,451.83,465.05,488.8,460.95,455.38,453.02,-349.69,-324.55,-189.02,-96.1,51.91,-239.16,-287.52,-328.72,-366.5,106,2.2,6.2,77.8,1025.2,33.04,3.92799,141.759,0.563174,NA,NA,NA,"0",-58.241,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",583,2010-04-25 06:00:00,8.15,2.113,8.44,0.317,8.17,0.089,7.38,0,6.97,0,6.84,0,376.55,455.19,454.42,451.85,465.2,488.89,460.98,455.4,453.19,-349.89,-325.15,-189.33,-96.01,52.47,-239.15,-287.59,-328.43,-366.38,110,2,6.4,79.6,1025.3,33.04,67.3306,141.659,0.563308,NA,NA,NA,"0",-58.341,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",584,2010-04-25 07:00:00,8.09,2.114,8.39,0.33,8.19,0.09,7.35,0,6.96,0,6.83,0,375.19,455.3,454.75,451.95,465.38,489.11,460.9,455.31,453.24,-349.97,-325.27,-189.41,-96.04,52.3,-239.23,-287.62,-328.06,-366.36,100,1.7,8.7,72.3,1025.5,33.04,202.738,141.545,0.563138,NA,NA,NA,"0",-58.455,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",585,2010-04-25 08:00:00,8.14,2.122,8.32,0.319,8.13,0.071,7.38,0,6.95,0,6.85,0,371.11,455.31,454.53,452.05,465.43,489.13,460.94,455.19,453.34,-349.85,-324.98,-188.96,-96.15,52.46,-239.26,-287.61,-327.95,-366.33,123,2.4,11.4,59.9,1025.3,33.04,341.684,141.472,0.563183,13.661,12.67,NA,"0",-58.528,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",586,2010-04-25 09:00:00,8.33,2.138,8.33,0.324,8.17,0.092,7.43,0,6.99,0,6.86,0,375.94,455.04,453.7,452.08,465.43,489.03,460.99,455.08,453.38,-349.78,-324.94,-188.92,-95.75,52.53,-239.05,-287.52,-327.8,-365.92,129,2.5,13.9,51.8,1025.3,33.04,477.815,141.354,0.561563,NA,NA,NA,"0",-58.646,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",587,2010-04-25 10:00:00,8.77,2.15,8.28,0.359,8.08,0.119,7.37,0,6.97,0,6.85,0,388.95,454.79,452.36,452.08,465.47,488.83,460.9,454.79,453.36,-349.8,-325.18,-188.95,-95.17,52.92,-239.01,-287.53,-327.6,-365.72,139,3.2,16,45.3,1025,33.04,94.4057,141.203,0.561662,NA,NA,NA,"0",-58.797,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",588,2010-04-25 11:00:00,9.29,2.161,8.24,0.384,8.09,0.123,7.4,0,7,0,6.85,0,387.28,454.32,450.41,451.92,465.47,488.43,460.86,454.57,453.14,-347.78,-325.1,-189.16,-95.4,52.69,-238.87,-287.81,-327.57,-365.32,147,4.9,17.7,40.7,1024.6,33.04,576.419,141.142,0.561365,NA,NA,NA,"0",-58.858,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",589,2010-04-25 12:00:00,9.86,2.169,8.32,0.411,8.05,0.111,7.41,0,7,0,6.84,0,393.21,453.75,448.75,451.7,465.46,488.17,460.84,454.41,452.9,-349.2,-324.74,-188.98,-95.47,52.68,-238.63,-287.91,-327.35,-365.12,141,4.5,19.1,36.2,1024.2,33.04,576.434,140.966,0.56144,NA,NA,NA,"0",-59.034,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",590,2010-04-25 13:00:00,10.4,2.181,8.46,0.378,8.08,0.123,7.37,0,6.98,0,6.84,0,395.78,452.98,447.26,451.36,465.1,487.74,460.78,454.19,452.76,-349.73,-324.5,-188.77,-95.58,52.21,-238.6,-288.17,-327.36,-364.88,125,4.4,20,34.4,1023.6,33.04,576.424,140.869,0.561216,12.961,24.87,NA,"0",-59.131,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",591,2010-04-25 14:00:00,10.81,2.187,8.56,0.422,8.07,0.146,7.42,0,7.03,0,6.87,0,397.86,452.33,445.81,450.91,464.66,487.11,460.59,453.98,452.58,-350.12,-325.06,-188.56,-95.76,51.96,-238.64,-288.02,-327.29,-364.76,133,2.8,20.8,34.8,1023.2,33.04,576.448,140.709,0.561402,12.95,25.81,NA,"0",-59.291,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",592,2010-04-25 15:00:00,11.16,2.195,8.77,0.443,8.13,0.148,7.45,0,6.99,0,6.81,0,397.31,451.48,444.6,450.34,464.19,486.26,460.25,453.64,452.2,-350.55,-325.47,-188.52,-95.82,51.72,-238.79,-287.69,-327.29,-364.67,139,3.8,21.5,32.1,1022.7,33.04,576.427,140.562,0.560516,NA,NA,NA,"0",-59.438,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593",593,2010-04-25 16:00:00,11.35,2.201,8.89,0.449,8.18,0.18,7.45,0,7,0,6.85,0,396.7,450.93,443.75,449.95,463.47,485.55,460.07,453.48,452.06,-349.5,-325.5,-188.83,-95.83,51.79,-238.95,-287.84,-327.43,-364.17,136,4.1,21.6,32.1,1022.2,33.04,477.402,140.422,0.560126,NA,NA,NA,"0",-59.578,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594",594,2010-04-25 17:00:00,11.42,2.204,9.04,0.477,8.22,0.176,7.48,0,7,0,6.86,0,396,450.74,443.58,449.87,462.94,485.28,460.26,453.7,452.3,-349.72,-325.32,-188.59,-95.4,51.65,-238.84,-287.42,-327.24,-364.05,118,3.3,21.3,33.8,1021.9,33.04,332.183,140.31,0.559944,NA,NA,NA,"0",-59.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595",595,2010-04-25 18:00:00,11.41,2.207,9.2,0.461,8.31,0.18,7.46,0,7.01,0,6.85,0,394.4,450.65,443.57,449.71,462.61,484.96,460.39,453.91,452.47,-349.18,-325.65,-188.51,-95.13,51.84,-238.83,-286.19,-327.23,-363.8,123,1.7,20.3,36.6,1021.6,33.04,148.596,140.209,0.560771,NA,NA,NA,"0",-59.791,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596",596,2010-04-25 19:00:00,11.34,2.208,9.36,0.508,8.43,0.165,7.49,0,7.01,0,6.86,0,390.93,450.81,444.01,449.66,462.43,484.89,460.58,454.2,452.8,-350.6,-326.07,-188.4,-95.13,52.01,-238.92,-286.54,-327.2,-363.81,115,3.2,17.6,44.9,1021.3,33.04,31.629,140.161,0.561054,12.876,20.72,NA,"0",-59.839,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597",597,2010-04-25 20:00:00,11.18,2.211,9.4,0.51,8.45,0.163,7.46,0,6.97,0,6.88,0,384.93,451.01,444.74,449.67,462.54,484.91,460.78,454.41,453.1,-351.04,-326.82,-188.51,-94.98,51.86,-239.07,-286.75,-327.27,-363.79,108,2,16,47.4,1021,33.04,0.619075,140.108,0.560838,12.776,17.75,NA,"0",-59.892,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598",598,2010-04-25 21:00:00,10.95,2.212,9.47,0.525,8.56,0.17,7.5,0,7.02,0,6.87,0,364.5,451.86,445.56,449.77,462.64,484.9,460.96,454.66,453.42,-351.4,-327.21,-188.67,-94.99,52.27,-239.22,-286.61,-327.21,-363.82,66,1.6,13.9,55.6,1020.9,33.04,0.0111991,140.021,0.561721,NA,NA,NA,"0",-59.979,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",599,2010-04-25 22:00:00,10.75,2.215,9.45,0.484,8.63,0.176,7.46,0,7,0,6.84,0,360.02,451.8,446.27,449.72,462.56,484.78,461,454.72,453.54,-351.63,-327.42,-188.86,-94.77,52.54,-239.22,-286.56,-327.06,-363.81,101,1.3,13.3,58.6,1020.7,33.04,0.0154585,139.952,0.562023,NA,NA,NA,"0",-60.048,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",600,2010-04-25 23:00:00,10.52,2.213,9.51,0.539,8.69,0.192,7.5,0,7,0,6.9,0,359.09,452,447.09,449.79,462.57,484.78,461.07,454.8,453.7,-351.82,-327.75,-189.49,-94.79,52.7,-239.46,-286.55,-326.94,-363.71,108,1.8,13.8,55.6,1020.3,33.04,0.0112674,139.874,0.562057,NA,NA,NA,"0",-60.126,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601",601,2010-04-26 00:00:00,10.37,2.216,9.51,0.496,8.74,0.192,7.55,0,7.01,0,6.89,0,358.32,452.15,447.68,449.76,462.36,484.69,461.03,454.84,453.73,-352,-328.25,-189.61,-94.81,52.26,-239.58,-286.38,-326.93,-363.76,89,1.2,13.8,55.4,1019.8,33.04,0.0184127,139.832,0.562153,NA,NA,NA,"0",-60.168,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602",602,2010-04-26 01:00:00,10.26,2.216,9.49,0.518,8.8,0.178,7.53,0,7.01,0,6.84,0,357.67,452.31,448.18,449.74,462.36,484.76,461.04,454.84,453.72,-352.13,-328.49,-189.89,-94.85,52.52,-239.63,-286.7,-326.93,-363.71,133,1.5,14.7,51.7,1019.3,33.04,0.0158022,139.734,0.561784,12.627,14.14,NA,"0.02",-60.266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603",603,2010-04-26 02:00:00,10.2,2.217,9.43,0.523,8.76,0.193,7.55,0,7.05,0,6.88,0,357.62,452.33,448.54,449.67,462.29,484.8,460.9,454.71,453.59,-352.21,-328.82,-190.1,-94.78,52.84,-239.71,-286.73,-326.85,-363.58,43,0.4,13,68.1,1019.6,33.06,0.019306,139.684,0.56184,12.604,14.04,NA,"0.03",-60.316,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",604,2010-04-26 03:00:00,10.15,2.216,9.46,0.531,8.83,0.197,7.59,0,7.06,0,6.87,0,357.72,452.47,448.88,449.61,462.34,484.83,460.91,454.7,453.77,-352.4,-329.2,-190.23,-94.73,52.67,-239.66,-286.47,-326.8,-363.64,55,0.2,11.6,75.2,1019,33.09,0.020061,139.649,0.562121,NA,NA,NA,"0",-60.351,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605",605,2010-04-26 04:00:00,10.09,2.217,9.4,0.514,8.79,0.197,7.61,0,7.03,0,6.89,0,357.6,452.6,449.26,449.68,462.47,484.93,460.92,454.67,453.84,-352.56,-329.57,-190.36,-95.03,52.36,-239.86,-286.87,-326.8,-363.69,355,1.3,11.5,77.8,1018.4,33.09,0.0184808,139.616,0.561844,NA,NA,NA,"0",-60.384,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606",606,2010-04-26 05:00:00,9.98,2.219,9.38,0.543,8.83,0.19,7.56,0,7.07,0,6.87,0,357.33,452.61,449.48,449.68,462.45,485.02,460.94,454.71,453.87,-352.68,-329.73,-191.62,-94.95,52.62,-239.92,-286.73,-326.64,-363.56,245,1.1,10.5,85,1018.8,33.09,1.49992,139.495,0.562187,NA,NA,NA,"0",-60.505,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",607,2010-04-26 06:00:00,9.89,2.218,9.31,0.534,8.84,0.197,7.67,0,7.08,0,6.86,0,357.38,452.85,449.88,449.88,462.77,485.21,461.03,454.77,454,-352.76,-329.84,-191.34,-94.95,52.73,-239.97,-286.73,-326.66,-363.56,259,1,10,87,1018.9,33.09,74.3626,139.418,0.562041,NA,NA,NA,"0",-60.582,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608",608,2010-04-26 07:00:00,9.86,2.218,9.32,0.521,8.86,0.196,7.64,0,7.07,0,6.86,0,356.22,452.7,449.91,449.88,462.89,485.28,461.04,454.71,454.17,-352.84,-329.97,-191.23,-94.85,52.56,-239.98,-286.68,-326.81,-363.68,300,4.6,11.4,78.7,1019.1,33.09,106.122,139.366,0.562392,13.531,11.7,NA,"0.03",-60.634,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609",609,2010-04-26 08:00:00,9.84,2.219,9.19,0.559,8.82,0.184,7.63,0,7.05,0,6.86,0,355.18,452.64,449.88,449.93,463.1,485.31,460.93,454.5,454.06,-352.96,-330.25,-191.3,-95.05,52.41,-240.24,-286.61,-327.13,-363.72,274,3.8,11.6,82.1,1019.8,33.12,47.0243,139.278,0.562282,13.33,12.67,NA,"0.09",-60.722,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610",610,2010-04-26 09:00:00,9.86,2.219,9.29,0.576,8.84,0.204,7.67,0,7.05,0,6.85,0,358.09,452.48,449.9,449.89,463.16,485.39,460.94,454.51,454.21,-353.22,-330.44,-191.46,-94.92,52.44,-240.16,-286.41,-327.14,-363.71,268,5.4,10.1,90.7,1020,33.21,40.9843,139.212,0.562025,NA,NA,NA,"0.71",-60.788,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611",611,2010-04-26 10:00:00,9.91,2.221,9.23,0.543,8.86,0.199,7.67,0,7.07,0,6.89,0,358.46,452.4,449.96,449.87,463.11,485.44,461.03,454.61,454.46,-353.49,-330.59,-191.77,-94.89,52.57,-240.38,-287.09,-327.39,-363.67,286,2.6,9.7,95.3,1020.6,33.92,68.1006,139.241,0.562198,NA,NA,NA,"0.44",-60.759,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",612,2010-04-26 11:00:00,9.92,2.22,9.25,0.565,8.87,0.199,7.7,0,7.07,0,6.84,0,361.09,452.09,449.76,449.7,462.9,485.41,460.89,454.5,454.53,-353.81,-330.86,-192.15,-95,52.33,-240.49,-287.37,-327.46,-363.8,294,2.6,9.9,94.9,1020.9,34.36,71.6301,139.555,0.561917,NA,NA,NA,"0.49",-60.445,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613",613,2010-04-26 12:00:00,9.94,2.219,9.25,0.574,8.82,0.202,7.73,0,7.08,0,6.89,0,364.93,451.87,449.56,449.58,462.41,485.3,460.68,454.34,454.52,-354.27,-331.37,-192.57,-95.34,52.14,-240.83,-288,-327.75,-363.93,286,3.4,10.4,95,1020.8,34.85,157.63,140.142,0.561952,NA,NA,NA,"0.33",-59.858,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614",614,2010-04-26 13:00:00,10.03,2.214,9.22,0.511,8.83,0.195,7.7,0,7.12,0,6.87,0,372.44,451.41,449.25,449.45,461.74,485.22,460.44,454.12,454.43,-354.66,-331.88,-193,-95.6,51.88,-241.2,-287.9,-328.24,-364.13,264,4.2,10,95.7,1020.9,35.18,120.703,140.763,0.562222,12.995,11.81,NA,"0",-59.237,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615",615,2010-04-26 13:58:00,10.1,2.214,9.2,0.474,8.81,0.195,7.72,0,7.07,0,6.85,0,375.5,451.19,449.07,449.34,461.3,485.15,460.43,454.11,454.51,-354.86,-332.09,-193.2,-95.73,51.88,-241.4,-288.17,-328.27,-364.3,285,2.9,10.2,95.1,1021.3,35.18,163.556,141.159,0.562528,13.01,11.81,NA,"0",-58.841,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",616,2010-04-26 15:00:00,10.19,2.209,9.24,0.504,8.83,0.188,7.73,0,7.08,0,6.9,0,377.18,451,448.95,449.1,461.11,485.2,460.39,454.11,454.57,-355.08,-332.22,-193.46,-95.72,51.94,-241.49,-288.27,-328.34,-364.22,280,4.3,10.2,93.2,1021.3,35.18,189.576,141.435,0.562449,13.002,11.84,NA,"0",-58.565,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617",617,2010-04-26 16:00:00,10.25,2.207,9.26,0.504,8.84,0.2,7.74,0,7.11,0,6.87,0,380.86,450.83,448.9,449.24,461.12,485.31,460.44,454,454.7,-355.17,-332.27,-193.55,-95.58,51.97,-241.42,-288.19,-328.06,-364.19,287,3.6,11.4,89.5,1021.4,35.18,319.303,141.523,0.56277,NA,NA,NA,"0",-58.477,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",618,2010-04-26 17:00:00,10.43,2.204,9.31,0.507,8.82,0.194,7.8,0,7.09,0,6.88,0,382.09,450.29,448.38,449.13,460.91,485.22,460.26,453.93,454.66,-355.38,-332.45,-193.83,-95.71,51.93,-241.61,-287.45,-328.41,-364.2,291,5.6,11.5,87.9,1021.6,35.18,385.295,141.448,0.562252,NA,NA,NA,"0",-58.552,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619",619,2010-04-26 18:00:00,10.58,2.201,9.35,0.519,8.88,0.192,7.78,0,7.08,0,6.85,0,381.6,449.84,448.12,449.09,460.67,485.22,460.27,453.93,454.7,-355.49,-332.64,-194.78,-95.69,51.96,-241.58,-287.45,-328.34,-364.18,290,4.1,10.7,89.5,1021.8,35.18,124.277,141.451,0.56243,NA,NA,NA,"0",-58.549,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620",620,2010-04-26 19:00:00,10.57,2.2,9.36,0.513,8.88,0.189,7.8,0,7.11,0,6.89,0,382.23,449.94,448.36,449.16,460.68,485.31,460.49,454.06,454.87,-355.56,-332.85,-194.51,-95.42,52.24,-241.71,-287.23,-328.18,-364.09,307,2.1,9.6,93.3,1022,35.18,14.8442,141.384,0.562626,NA,NA,NA,"0",-58.616,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621",621,2010-04-26 20:00:00,10.42,2.198,9.44,0.55,8.9,0.185,7.79,0,7.1,0,6.88,0,374.41,450.44,449,449.25,460.63,485.23,460.63,454.25,455.05,-355.61,-333.15,-194.48,-95.36,51.95,-241.68,-286.89,-328,-363.93,299,3.1,9,94.2,1022.6,35.18,1.42974,141.224,0.56266,NA,NA,NA,"0",-58.776,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622",622,2010-04-26 21:00:00,10.21,2.196,9.44,0.574,8.92,0.195,7.82,0,7.12,0,6.9,0,367.78,451.06,449.78,449.29,460.88,485.52,460.79,454.45,455.26,-355.63,-333.37,-194.41,-95.15,52.12,-241.53,-286.8,-327.71,-363.84,294,3.8,8.4,95.8,1023.2,35.18,0.0331117,141.065,0.562997,12.701,9.22,NA,"0",-58.935,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",623,2010-04-26 22:00:00,10.05,2.198,9.44,0.547,8.91,0.198,7.8,0,7.1,0,6.89,0,366.89,451.5,450.29,449.09,460.8,485.43,460.72,454.42,455.26,-355.88,-333.83,-194.55,-95.28,52.16,-241.79,-287.33,-327.66,-363.97,292,3,8,96.2,1023.3,35.18,0.0190971,140.96,0.562757,NA,NA,NA,"0",-59.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624",624,2010-04-26 23:00:00,9.85,2.195,9.48,0.551,8.95,0.205,7.8,0,7.15,0,6.9,0,366.61,451.94,450.95,449.19,461,485.61,460.79,454.5,455.38,-356.02,-334.06,-194.72,-95.37,51.89,-241.99,-287.83,-327.67,-363.95,298,3.2,7.9,97.6,1023.3,35.18,0.0254162,140.841,0.563094,NA,NA,NA,"0",-59.159,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625",625,2010-04-27 00:00:00,9.63,2.194,9.39,0.567,8.95,0.193,7.82,0,7.12,0,6.9,0,365.17,452.52,451.44,449.34,461.21,485.9,460.74,454.49,455.4,-356.17,-334.22,-194.87,-95.36,51.93,-242.09,-288,-327.82,-363.98,310,3.4,8.6,94,1023.3,35.18,0.0276154,140.722,0.562969,NA,NA,NA,"0",-59.278,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626",626,2010-04-27 01:00:00,9.52,2.197,9.38,0.566,8.94,0.206,7.84,0,7.14,0,6.88,0,364.73,453.05,451.79,449.37,461.35,485.98,460.78,454.57,455.49,-356.27,-334.28,-195.02,-95.37,51.9,-242.1,-287.93,-327.72,-363.96,285,2.4,7.5,96.1,1023.3,35.18,0.0278207,140.595,0.563077,12.59,7.86,NA,"0",-59.405,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627",627,2010-04-27 02:00:00,9.36,2.196,9.25,0.53,8.94,0.203,7.88,0,7.14,0,6.89,0,365.72,453.9,452.45,449.57,461.57,486.24,460.92,454.69,455.61,-356.41,-334.33,-195.23,-95.18,52.55,-242.07,-288.17,-327.78,-363.81,290,2.1,7,96.8,1023.1,35.18,0.028576,140.496,0.563317,12.56,7.24,NA,"0",-59.504,NA,NA,NA,NA,NA,NA,NA,NA,NA
